name,link,monWT,tueWT,wedWT,thuWT,friWT,satWT,sunWT,avgBill,rating,rateAmount,address,distMetro,metro,photoAmount,menuPositions,reviewsAmount,cuisine,tablesAmount,phoneListed,reservationButton,categories,name_repeats,lat,lon,metro_m^2
Пивнушка,https://yandex.ru/maps/org/pivnushka/1174011111/,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,3200-3200,4.4,1136.0,"Москва, Ленинский просп., 28",670 м,Ленинский проспект,166.0,21,482.0,"европейская, немецкая, русская",,True,True,"Ресторан, Бар",1,55.713451,37.588575,
Poke house,https://yandex.ru/maps/org/poke_house/223370323638/,09:30–20:30,09:30–20:30,09:30–20:30,09:30–20:30,09:30–20:30,09:30–20:30,09:30–20:30,,4.5,495.0,"Москва, ул. Тимура Фрунзе, 11, корп. 2",390 м,Парк культуры,117.0,0,272.0,,,True,False,"Кафе, Ресторан, Быстрое питание",1,55.733705,37.589482,
Поле,https://yandex.ru/maps/org/pole/162267696803/,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,4000,4.9,425.0,"Москва, Зубовская площадь, 3, стр. 1",680 м,Парк культуры,382.0,19,265.0,"авторская, европейская",,True,True,"Ресторан, Бар",1,55.737897,37.585538,
Помм Верт,https://yandex.ru/maps/org/pomm_vert/195549611589/,09:00–00:00,09:00–00:00,09:00–00:00,09:00–00:00,09:00–00:00,09:00–00:00,09:00–00:00,,4.8,175.0,"Москва, Пятницкая ул., 20, стр. 1",116 м,Новокузнецкая,215.0,60,137.0,французская,,True,False,Ресторан,1,55.741728,37.62819,
Порта Росса,https://yandex.ru/maps/org/porta_rossa/117144486649/,10:00–23:00,10:00–23:00,10:00–23:00,10:00–23:00,10:00–23:00,09:00–23:00,09:00–23:00,800-1000,5.0,194.0,"Москва, Каланчёвский тупик, 9, стр. 2",207 м,Красные Ворота,215.0,99,152.0,"итальянская, европейская",,True,False,"Ресторан, Кофейня, Кафе",1,55.770628,37.648977,
Powerhouse,https://yandex.ru/maps/org/powerhouse/1141756662/,16:00–00:00,16:00–00:00,16:00–00:00,16:00–00:00,16:00–04:00,12:00–04:00,12:00–00:00,1000-1500,4.7,5693.0,"Москва, Гончарная ул., 7/4с1",660 м,Таганская,302.0,25,1885.0,"европейская, авторская",,True,False,"Ресторан, Бар",1,55.745747,37.646283,
Примавера,https://yandex.ru/maps/org/primavera/1147999326/,11:00–23:30,11:00–23:30,11:00–23:30,11:00–23:30,11:00–23:30,12:00–23:30,12:00–23:30,1500-2000,4.6,1724.0,"Москва, ул. Шаболовка, 17",660 м,Шаболовская,158.0,22,840.0,"европейская, итальянская",,True,False,"Ресторан, Пиццерия, Кафе",2,55.7238,37.611661,
Pro. Хинкали,https://yandex.ru/maps/org/pro_khinkali/111495290637/,10:00–00:00,10:00–00:00,10:00–00:00,10:00–00:00,10:00–00:00,10:00–00:00,10:00–00:00,2500-3000,5.0,218.0,"Москва, Большой Овчинниковский пер., 16",267 м,Новокузнецкая,178.0,153,199.0,,,True,True,Ресторан,9,55.74446,37.630221,
Pro. Хинкали,https://yandex.ru/maps/org/pro_khinkali/97049239636/,11:00–00:00,11:00–00:00,11:00–00:00,11:00–00:00,11:00–00:00,11:00–00:00,11:00–00:00,1500-1500,5.0,4233.0,"Москва, Новокузнецкая ул., 39, стр. 1",104 м,Павелецкая,507.0,150,2494.0,"грузинская, кавказская, шашлык",,True,False,Ресторан,9,55.732241,37.635628,
Пробка,https://yandex.ru/maps/org/probka/1038767732/,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,12:00–02:00,12:00–02:00,12:00–00:00,1500-2000,4.5,2541.0,"Москва, Банковский пер., 1",380 м,Тургеневская,233.0,51,1196.0,"европейская, американская, смешанная",,True,False,"Ресторан, Спортбар, Кафе, Бар",1,55.762242,37.635305,
Ra'men,https://yandex.ru/maps/org/ra_men/113781510812/,,,,,,,,1200-1500,5.0,2757.0,"Москва, Мясницкая ул., 11",380 м,Лубянка,230.0,72,2164.0,"японская, авторская, азиатская",16–81,True,True,Ресторан,4,55.7617,37.632682,
Радио Грин Хаус,https://yandex.ru/maps/org/radio_grin_khaus/30523839029/,12:00–23:00,12:00–23:00,12:00–23:00,12:00–23:00,12:00–02:00,12:00–02:00,12:00–23:00,1000-2500,4.7,1214.0,"Москва, 2-я Бауманская ул., 9/23с3","1,11 км",Бауманская,235.0,19,534.0,"европейская, паназиатская, авторская",,True,True,Ресторан,1,55.764065,37.683365,
Раковая на Усачева,https://yandex.ru/maps/org/rakovaya_na_usacheva/161247435678/,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,12:00–02:00,12:00–02:00,12:00–00:00,2000-5000,4.7,2543.0,"Москва, ул. Усачёва, 22",700 м,Спортивная,285.0,20,1106.0,"русская, авторская, морская, рыбная",,True,True,"Ресторан, Банкетный зал, Бар",1,55.727663,37.56989,
Ребекка,https://yandex.ru/maps/org/rebekka/94656871388/,12:00–23:30,12:00–23:30,12:00–23:30,12:00–23:30,12:00–23:30,12:00–23:30,12:00–23:30,,4.7,1515.0,"Москва, ул. Ефремова, 10, стр. 1",650 м,Фрунзенская,900.0,29,910.0,европейская,,True,True,"Ресторан, Бар",1,55.725955,37.573133,
Remy Kitchen Bakery,https://yandex.ru/maps/org/remy_kitchen_bakery/150765954306/,08:00–00:00,08:00–00:00,08:00–00:00,08:00–00:00,08:00–00:00,08:00–00:00,08:00–00:00,2500-5000,4.6,5715.0,"Москва, Малая Бронная ул., 2, стр. 1",790 м,Пушкинская,443.0,212,2276.0,,,True,False,"Ресторан, Кондитерская, Пекарня",7,55.759127,37.598303,
Remy Kitchen Bakery,https://yandex.ru/maps/org/remy_kitchen_bakery/177345278088/,08:00–00:00,08:00–00:00,08:00–00:00,08:00–00:00,08:00–00:00,08:00–00:00,08:00–00:00,2000-4500,4.8,412.0,"Москва, Пречистенская наб., 7",550 м,Парк культуры,49.0,201,277.0,,до 54,True,False,Ресторан,7,55.736848,37.601484,
Restaurant by Deep Fried Friends,https://yandex.ru/maps/org/restaurant_by_deep_fried_friends/121008180091/,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,12:00–05:00,12:00–05:00,12:00–00:00,2500-3000,4.7,2549.0,"Москва, Яузская ул., 10/2с4",680 м,Таганская,518.0,57,1074.0,авторская,,True,False,Ресторан,1,55.74637,37.646938,
Ресторан 18.12,https://yandex.ru/maps/org/restoran_18_12/1243410841/,12:00–22:00,12:00–22:00,12:00–22:00,12:00–22:00,12:00–22:00,12:00–22:00,Выходной,1600-5000,4.6,864.0,"Москва, ул. 1812 года, 2, корп. 2",580 м,Парк Победы,89.0,0,387.0,"европейская, итальянская, авторская, мясная, средиземноморская",,True,False,Ресторан,1,55.735631,37.524507,
Ресторан 360,https://yandex.ru/maps/org/restoran_360/58274951245/,10:00–23:00,10:00–23:00,10:00–23:00,10:00–23:00,10:00–23:00,10:00–23:00,10:00–23:00,2500,4.5,1868.0,"Москва, Пресненская наб., 12",38 м,Деловой центр,64.0,0,855.0,"европейская, авторская, итальянская",,True,False,"Ресторан, Банкетный зал",1,55.749633,37.537434,
Ресторан Гэс-2,https://yandex.ru/maps/org/restoran_ges_2/165660514695/,11:00–22:00,11:00–22:00,11:00–22:00,11:00–22:00,11:00–22:00,11:00–22:00,11:00–22:00,3500-4000,4.4,672.0,"Москва, Болотная наб., 15",880 м,Кропоткинская,228.0,254,308.0,итальянская,,False,False,"Ресторан, Бар",1,55.742651,37.61273,
Риальто,https://yandex.ru/maps/org/rialto/1231417158/,12:00–23:00,12:00–23:00,12:00–23:00,12:00–23:00,12:00–23:00,12:00–23:00,12:00–23:00,2500-3000,4.8,1310.0,"Москва, Большой Факельный пер., 9/11",740 м,Марксистская,274.0,0,680.0,"европейская, итальянская",от 15,True,False,"Кафе, Ресторан",1,55.741526,37.665381,
Рихтер,https://yandex.ru/maps/org/rikhter/227575980951/,09:00–00:00,09:00–00:00,09:00–00:00,09:00–00:00,09:00–00:00,09:00–00:00,09:00–00:00,2000-4000,4.9,1688.0,"Москва, Пятницкая ул., 42",450 м,Третьяковская,579.0,10,745.0,"европейская, авторская",от 4,True,False,"Ресторан, Кафе",1,55.737785,37.62784,
Ривьера,https://yandex.ru/maps/org/rivyera/4383540212/,09:00–00:00,09:00–00:00,09:00–00:00,09:00–00:00,09:00–00:00,09:00–00:00,09:00–00:00,1500-3000,4.8,5700.0,"Москва, просп. 60-летия Октября, 8А",1 000 м,Ленинский проспект,171.0,13,2528.0,"грузинская, европейская, итальянская, кавказская, восточная, домашняя, национальная",от 58,True,False,"Ресторан, Банкетный зал, Кафе",1,55.700562,37.578011,
Roberto,https://yandex.ru/maps/org/roberto/16652873929/,12:00–23:00,12:00–23:00,12:00–23:00,12:00–23:00,12:00–00:00,12:00–00:00,12:00–23:00,1500-2000,4.8,1068.0,"Москва, Рождественский бул., 20",430 м,Тургеневская,113.0,66,572.0,"европейская, итальянская, авторская, морская, мясная, рыбная, средиземноморская",10–12,True,False,Ресторан,1,55.766243,37.629969,
Романико,https://yandex.ru/maps/org/romaniko/140370403651/,11:00–22:00,11:00–22:00,11:00–22:00,11:00–22:00,11:00–22:00,11:00–22:00,11:00–22:00,1500-2000,5.0,300.0,"Москва, Большая Татарская ул., 24",440 м,Новокузнецкая,141.0,80,222.0,итальянская,15–16,True,False,Ресторан,1,55.739894,37.632898,
Romano,https://yandex.ru/maps/org/romano/170698931061/,09:00–23:00,09:00–23:00,09:00–23:00,09:00–23:00,09:00–23:00,12:00–23:00,12:00–23:00,1000-3500,4.6,373.0,"Москва, Валовая ул., 26",470 м,Добрынинская,247.0,162,167.0,"европейская, итальянская, авторская, домашняя, морская, мясная, рыбная, средиземноморская",от 20,True,False,"Ресторан, Банкетный зал, Пиццерия",1,55.730639,37.62819,
Русское Подворье,https://yandex.ru/maps/org/russkoye_podvorye/1293398147/,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,1500-2500,4.7,2027.0,"Москва, Симферопольский бул., 16, корп. 1",330 м,Каховская,71.0,82,1052.0,"европейская, русская, авторская, национальная",,True,True,"Ресторан, Банкетный зал, Бар",1,55.651897,37.604646,272458.0
Сахли,https://yandex.ru/maps/org/sakhli/1004413816/,12:00–23:00,12:00–23:00,12:00–23:00,12:00–23:00,12:00–23:00,12:00–23:00,12:00–23:00,3500-3500,4.9,2503.0,"Москва, Большой Каретный пер., 6",410 м,Цветной бульвар,177.0,15,1088.0,"грузинская, кавказская",,True,True,Ресторан,1,55.770532,37.616449,
Saperavi Cafe,https://yandex.ru/maps/org/saperavi_cafe/1341563578/,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,1500-2000,4.6,4089.0,"Москва, ул. Покровка, 5, стр. 5",610 м,Китай-город,229.0,75,2132.0,"грузинская, европейская, кавказская, турецкая, восточная, авторская, домашняя, морская, мясная, смешанная, национальная, шашлык, постная",30–40,True,False,"Ресторан, Кафе",2,55.758828,37.640938,
Saray,https://yandex.ru/maps/org/saray/123462873063/,08:00–00:00,08:00–00:00,08:00–00:00,08:00–00:00,08:00–02:00,09:00–02:00,09:00–00:00,4-6,4.7,1739.0,"Москва, Малая Никитская ул., 24, стр. 5",630 м,Баррикадная,548.0,67,884.0,,,True,False,Ресторан,1,55.759886,37.587173,
Saviv,https://yandex.ru/maps/org/saviv/113586380901/,10:00–23:00,10:00–23:00,10:00–23:00,10:00–23:00,Выходной,10:00–00:00,10:00–23:00,,4.8,1895.0,"Москва, ул. Петровка, 30/7",440 м,Пушкинская,550.0,50,924.0,"европейская, авторская",,True,False,Ресторан,1,55.768076,37.61441,
Савой,https://yandex.ru/maps/org/savoy/1121853221/,08:00–23:00,08:00–23:00,08:00–23:00,08:00–23:00,08:00–23:00,08:00–23:00,08:00–23:00,5000,4.7,1443.0,"Москва, Пушечная ул., 6",164 м,Кузнецкий Мост,521.0,102,763.0,"русская, французская, авторская",,True,True,"Ресторан, Банкетный зал",1,55.760545,37.623277,
Секретное место,https://yandex.ru/maps/org/sekretnoye_mesto/1115127451/,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,1500-2900,4.7,568.0,"Москва, Калошин пер., 4",770 м,Смоленская,256.0,81,276.0,"европейская, фьюжн, русская, авторская, домашняя, морская, рыбная, смешанная, средиземноморская, национальная",5–11,True,True,"Ресторан, Банкетный зал, Кафе",1,55.74791,37.592554,
