name,link,monWT,tueWT,wedWT,thuWT,friWT,satWT,sunWT,avgBill,rating,rateAmount,adress,distMetro,metro,photoAmount,menuPositions,reviewsAmount
Урюк,https://yandex.com/maps/org/uryuk/1160483102/,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,12:00–03:00,12:00–03:00,12:00–00:00,1500-2500,4.5,2853,"ул. Вавилова, 69/75, Москва",920,Вавиловская,211,206,1155
Урюк,https://yandex.com/maps/org/uryuk/1208378152/,11:00–03:00,11:00–03:00,11:00–03:00,11:00–03:00,11:00–05:00,11:00–05:00,11:00–03:00,1500-2500,4.5,3836,"просп. Маршала Жукова, 48, корп. 1, Москва",1,Народное Ополчение,217,206,1477
Урюк,https://yandex.ru/maps/org/uryuk/124113974512/,10:00–00:00,10:00–00:00,10:00–00:00,10:00–00:00,10:00–02:00,10:00–02:00,10:00–00:00,1000-1500,4.5,1982,"Автозаводская ул., 18, Москва",930,ЗИЛ,364,206,1127
Урюк,https://yandex.ru/maps/org/uryuk/1352464510/,11:00–23:00,11:00–23:00,11:00–23:00,11:00–23:00,11:00–23:00,11:00–23:00,11:00–23:00,1500-2000,4.4,1781,"площадь Киевского Вокзала, 2, Москва",6,Киевская,276,206,1022
Урюк,https://yandex.ru/maps/org/uryuk/163952754392/,11:00–23:00,11:00–23:00,11:00–23:00,11:00–23:00,11:00–03:00,11:00–03:00,11:00–23:00,,4.6,1758,"Щёлковское ш., 75, Москва",43,Щёлковская,243,206,927
Урюк,https://yandex.com/maps/org/uryuk/183206731257/,11:00–02:00,11:00–02:00,11:00–02:00,11:00–02:00,11:00–03:00,11:00–03:00,12:00–00:00,1500-2500,4.4,1823,"Пресненская наб., 8, стр. 1, Москва",85,Деловой центр,310,188,925
Урюк,https://yandex.com/maps/org/uryuk/93643677651/,11:30–00:00,11:30–00:00,11:30–00:00,11:30–00:00,11:30–03:00,11:30–03:00,11:30–00:00,1000-2000,4.7,4067,"Семёновская площадь, 2, Москва",182,Семёновская,313,206,1887
Усадьба принца,https://yandex.ru/maps/org/usadba_printsa/1162621992/,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,300-800,4.2,983,"Каширское ш., 16, корп. 1, Москва",1,Каширская,60,0,345
Узбекистан,https://yandex.com/maps/org/uzbekistan/1088826357/,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,3000-3500,4.9,6070,"Неглинная ул., 29, стр. 5, Москва",300,Трубная,514,8,2329
В ус не дул,https://yandex.com/maps/org/v_us_ne_dul/233020835579/,Выходной,12:00–00:00,12:00–00:00,12:00–00:00,12:00–02:00,12:00–02:00,12:00–00:00,1700,5.0,1004,"Пятницкая ул., 56, стр. 4, Москва",720,Добрынинская,411,92,793
Вах! Хинкали!,https://yandex.ru/maps/org/vakh_khinkali_/171928178918/,11:00–23:00,11:00–23:00,11:00–23:00,11:00–23:00,11:00–23:00,11:00–23:00,11:00–23:00,700-1500,4.7,616,"просп. Будённого, 51, корп. 1, Москва",830,Шоссе Энтузиастов,141,104,409
Вах! Вах!,https://yandex.ru/maps/org/vakh_vakh_/223927007497/,10:00–23:00,10:00–23:00,10:00–23:00,10:00–23:00,10:00–02:00,10:00–02:00,10:00–23:00,,4.7,1726,"Открытое ш., 4, стр. 1, Москва",610,Бульвар Рокоссовского,453,108,1312
Вахтанг,https://yandex.ru/maps/org/vakhtang/17997040876/,10:00–22:00,10:00–22:00,10:00–22:00,10:00–22:00,10:00–23:00,11:00–23:00,11:00–22:00,350-350,4.2,121,"ул. Ленинская Слобода, 26, Москва",269,Автозаводская,51,42,98
Valenok,https://yandex.ru/maps/org/valenok/27250881744/,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,12:00–02:00,12:00–00:00,12:00–00:00,1500-3000,4.7,10933,"Цветной бул., 5, Москва",340,Цветной бульвар,715,33,4491
Valetta,https://yandex.com/maps/org/valetta/227518415088/,08:30–22:00,08:30–22:00,08:30–22:00,08:30–22:00,08:30–22:00,08:30–22:00,08:30–22:00,500-988,5.0,296,"ул. Петровка, 17, стр. 5, Москва",790,Трубная,110,8,242
Vani,https://yandex.ru/maps/org/vani/157448421235/,12:00–23:00,12:00–23:00,12:00–23:00,12:00–23:00,12:00–23:00,12:00–23:00,12:00–23:00,1500-2000,4.7,1147,"Орликов пер., 6, Москва",330,Красные Ворота,81,73,578
Vanwok,https://yandex.ru/maps/org/vanwok/1440113370/,10:00–23:00,10:00–23:00,10:00–23:00,10:00–23:00,10:00–23:00,10:00–23:00,10:00–23:00,400-500,4.1,317,"ул. Земляной Вал, 33, Москва",119,Курская,97,122,212
Vanwok,https://yandex.ru/maps/org/vanwok/1694498624/,10:00–22:00,10:00–22:00,10:00–22:00,10:00–22:00,10:00–23:00,10:00–23:00,10:00–22:00,400-500,4.3,325,"Театральный пр., 5, стр. 1, Москва",9,Лубянка,115,125,223
Ваня и Гоги,https://yandex.com/maps/org/vanya_i_gogi/241368417051/,11:00–23:00,11:00–23:00,11:00–23:00,11:00–23:00,11:00–23:00,11:00–23:00,11:00–23:00,500-1500,5.0,1198,"Перовская ул., 62, Москва",990,Перово,465,90,969
Вареничная № 1,https://yandex.com/maps/org/varenichnaya_1/118308634128/,10:00–23:00,10:00–23:00,10:00–23:00,10:00–23:00,10:00–00:00,10:00–00:00,10:00–23:00,980-1500,4.8,5528,"Тверская ул., 17, Москва",102,Тверская,548,176,2650
Вареничная № 1,https://yandex.com/maps/org/varenichnaya_1/120266559593/,11:00–23:00,11:00–23:00,11:00–23:00,11:00–23:00,11:00–23:00,11:00–23:00,11:00–23:00,980-1500,4.6,1024,"ул. Рождественка, 5/7с2, Москва",65,Кузнецкий Мост,234,0,653
Вареничная № 1,https://yandex.ru/maps/org/varenichnaya_1/134691549184/,11:00–23:00,11:00–23:00,11:00–23:00,11:00–23:00,11:00–23:00,11:00–23:00,11:00–23:00,700-1500,4.6,5517,"ул. Арбат, 29, Москва",730,Смоленская,614,негры,2742
Вареничная № 1,https://yandex.com/maps/org/varenichnaya_1/1421458972/,10:00–00:00,10:00–00:00,10:00–00:00,10:00–00:00,10:00–00:00,10:00–00:00,10:00–00:00,980-1500,4.6,8799,"Никольская ул., 11-13с2, Москва",128,Площадь Революции,940,0,4256
Вареничная № 1,https://yandex.ru/maps/org/varenichnaya_1/176190912389/,10:00–23:00,10:00–23:00,10:00–23:00,10:00–23:00,10:00–23:00,10:00–23:00,10:00–23:00,980-1500,4.5,3587,"Верхняя Радищевская ул., 19/3с1, Москва",137,Таганская,587,156,1970
Вареничная № 1,https://yandex.com/maps/org/varenichnaya_1/178227682336/,10:00–23:00,10:00–23:00,10:00–23:00,10:00–23:00,10:00–00:00,10:00–00:00,10:00–23:00,980-1500,4.9,2274,"Камергерский пер., 6/5с3, Москва",380,Охотный Ряд,338,0,1293
Вареничная № 1,https://yandex.com/maps/org/varenichnaya_1/1804550917/,10:30–23:00,10:30–23:00,10:30–23:00,10:30–23:00,10:30–23:00,10:30–23:00,10:30–23:00,980-1500,4.3,3324,"Воронцовская ул., 50, Москва",22,Крестьянская Застава,378,185,1633
Вареничная № 1,https://yandex.ru/maps/org/varenichnaya_1/192336469326/,11:00–23:00,11:00–23:00,11:00–23:00,11:00–23:00,11:00–23:00,11:00–23:00,11:00–23:00,980-1500,4.4,3509,"Климентовский пер., 10, стр. 2, Москва",65,Третьяковская,370,140,1815
Вареничная № 1,https://yandex.ru/maps/org/varenichnaya_1/39753170784/,11:00–23:00,11:00–23:00,11:00–23:00,11:00–23:00,11:00–00:00,11:00–00:00,11:00–23:00,980-1500,4.4,2100,"ул. Новый Арбат, 17, Москва",820,Арбатская,233,191,1011
Вареничная № 1,https://yandex.com/maps/org/varenichnaya_1/45066322343/,09:00–00:00,09:00–00:00,09:00–00:00,09:00–00:00,09:00–00:00,09:00–00:00,09:00–00:00,980-1500,4.7,6304,"Комсомольская площадь, 2А, Москва",19,Комсомольская,855,142,3146
Вареничная № 1,https://yandex.com/maps/org/varenichnaya_1/55892298890/,11:00–00:00,11:00–00:00,11:00–00:00,11:00–00:00,11:00–00:00,11:00–00:00,11:00–00:00,980-1500,4.7,3174,"Театральная площадь, 5, стр. 3, Москва",122,Площадь Революции,506,142,1779
Вареничная № 1,https://yandex.ru/maps/org/varenichnaya_1/72061017710/,10:00–23:00,10:00–23:00,10:00–23:00,10:00–23:00,10:00–23:00,10:00–23:00,10:00–23:00,700-1500,4.5,1344,"ул. Земляной Вал, 33, Москва",119,Курская,270,141,940
Вареничная № 1,https://yandex.com/maps/org/varenichnaya_1/91638906274/,10:00–23:00,10:00–23:00,10:00–23:00,10:00–23:00,10:00–23:00,11:00–23:00,11:00–23:00,980-1500,4.4,1766,"Семёновская площадь, 1, Москва",49,Семёновская,217,161,940
Вареничная № 1,https://yandex.ru/maps/org/varenichnaya_1/95683505829/,09:00–00:00,09:00–00:00,09:00–00:00,09:00–00:00,09:00–00:00,09:00–00:00,09:00–00:00,980-1500,4.4,4135,"Кожевническая ул., 1, стр. 1, Москва",214,Павелецкая,614,196,2082
Varvarka 3,https://yandex.ru/maps/org/varvarka_3/24817413007/,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,2500,4.9,500,"ул. Ильинка, 4, Москва",370,Китай-город,219,80,310
Vasilchuki Chaihona № 1,https://yandex.ru/maps/org/vasilchuki_chaihona_1/1000398771/,11:00–00:00,11:00–00:00,11:00–00:00,11:00–00:00,11:00–03:00,11:00–03:00,11:00–00:00,2000-2500,4.5,3516,"ул. Симоновский Вал, 14Б, Москва",900,Пролетарская,80,0,1438
Vasilchuki Chaihona № 1,https://yandex.ru/maps/org/vasilchuki_chaihona_1/1062772148/,10:30–06:00,10:30–06:00,10:30–06:00,10:30–06:00,10:30–06:00,10:30–06:00,10:30–06:00,2000-2500,4.5,9288,"Пушкинская площадь, 2, Москва",32,Пушкинская,488,0,3847
Vasilchuki Chaihona № 1,https://yandex.ru/maps/org/vasilchuki_chaihona_1/1095706444/,11:00–00:00,11:00–00:00,11:00–00:00,11:00–00:00,11:00–00:00,11:00–00:00,11:00–00:00,2000-2500,4.4,1637,"площадь Киевского Вокзала, 2, Москва",6,Киевская,112,0,813
Vasilchuki Chaihona № 1,https://yandex.ru/maps/org/vasilchuki_chaihona_1/1619647765/,11:00–00:00,11:00–00:00,11:00–00:00,11:00–00:00,11:00–00:00,11:00–00:00,11:00–00:00,2000-2500,4.8,4440,"Парковая ул., 4А, Балашиха",,,267,0,2178
Vasilchuki Chaihona № 1,https://yandex.ru/maps/org/vasilchuki_chaihona_1/184752938649/,10:00–23:00,10:00–23:00,10:00–23:00,10:00–23:00,10:00–23:00,10:00–23:00,10:00–23:00,2000-2500,4.5,1361,"просп. Андропова, 1, Москва",510,Технопарк,184,0,813
Vasilchuki Chaihona № 1,https://yandex.ru/maps/org/vasilchuki_chaihona_1/38518965519/,11:00–00:00,11:00–00:00,11:00–00:00,11:00–00:00,11:00–02:00,11:00–02:00,11:00–00:00,2000-2500,4.4,3799,"ул. Дмитрия Ульянова, 51, Москва",1,Академическая,161,0,1537
Vasilchuki Chaihona № 1,https://yandex.ru/maps/org/vasilchuki_chaihona_1/49543885926/,11:00–00:00,11:00–00:00,11:00–00:00,11:00–00:00,11:00–06:00,11:00–06:00,11:00–00:00,2000-2500,4.6,5434,"ул. Большая Полянка, 56, стр. 1, Москва",283,Добрынинская,289,0,2376
Vasilchuki Chaihona № 1,https://yandex.ru/maps/org/vasilchuki_chaihona_1/66598849135/,10:00–23:00,10:00–23:00,10:00–23:00,10:00–23:00,10:00–23:00,10:00–23:00,10:00–23:00,2000-2500,4.5,1224,"ул. Земляной Вал, 33, Москва",119,Курская,170,0,697
Вавилон,https://yandex.com/maps/org/vavilon/170487613006/,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,,4.9,135,"Проектируемый пр. № 4062, 6, стр. 1, Москва",400,Технопарк,147,17,82
Вечера на хуторе,https://yandex.com/maps/org/vechera_na_khutore/1117074306/,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,2500-3000,4.5,2661,"Рязанский просп., 65, корп. 2, Москва",54,Окская,349,негры,1227
Венахи,https://yandex.ru/maps/org/venakhi/20753675243/,11:00–00:00,11:00–00:00,11:00–00:00,11:00–00:00,11:00–00:00,11:00–00:00,11:00–00:00,1000-1500,4.4,1835,"ул. Ленинская Слобода, 19, стр. 1, Москва",275,Автозаводская,237,56,990
Vенеция,https://yandex.ru/maps/org/venetsiya/1363602140/,11:00–23:00,11:00–23:00,11:00–23:00,11:00–23:00,11:00–23:00,11:00–23:00,11:00–23:00,500-1500,4.7,2036,"Столешников пер., 9, стр. 3, Москва",670,Охотный Ряд,235,негры,980
Веранда 32.05,https://yandex.com/maps/org/veranda_32_05/214399272359/,Выходной,Выходной,12:00–00:00,12:00–00:00,12:00–03:00,12:00–03:00,12:00–00:00,1500-1800,4.6,3404,"ул. Каретный Ряд, 3, стр. 1, Москва",970,Пушкинская,146,7,1479
Veranda Bar,https://yandex.ru/maps/org/veranda_bar/147621718994/,14:00–05:00,14:00–05:00,14:00–05:00,14:00–05:00,14:00–05:00,14:00–05:00,14:00–05:00,1500-2000,3.8,15,"Саянская ул., 11А, Москва",2,Новогиреево,24,87,5
Верди,https://yandex.ru/maps/org/verdi/1164433730/,12:00–23:00,12:00–23:00,12:00–23:00,12:00–23:00,12:00–23:00,12:00–23:00,12:00–23:00,1000-2000,4.5,812,"ул. Радио, 7, стр. 1, Москва",920,Курская,298,0,373
Vero. Неаполитанская пицца,https://yandex.ru/maps/org/vero_neapolitanskaya_pitstsa/149266431849/,11:00–23:00,11:00–23:00,11:00–23:00,11:00–23:00,11:00–23:00,11:00–23:00,11:00–23:00,900-1200,4.9,385,"ул. Земляной Вал, 58, Москва",570,Таганская,186,43,273
Верона,https://yandex.ru/maps/org/verona/1068573482/,09:00–23:00,09:00–23:00,09:00–23:00,09:00–23:00,09:00–23:00,09:00–23:00,09:00–23:00,1000-1500,4.4,606,"Воронцовская ул., 36, стр. 1, Москва",360,Крестьянская Застава,100,73,283
Везувий,https://yandex.ru/maps/org/vezuviy/1106449195/,12:00–22:00,12:00–22:00,12:00–22:00,12:00–22:00,12:00–23:00,12:00–23:00,12:00–22:00,750-1200,4.2,671,"Нагатинская ул., 25, стр. 1, Москва",810,Коломенская,44,негры,318
Mr. An,https://yandex.com/maps/org/viet_express/88238386113/,11:00–23:00,11:00–23:00,11:00–23:00,11:00–23:00,11:00–23:00,11:00–23:00,16:00–22:00,550-1500,4.7,356,"Люсиновская ул., 11/12с1, Москва",152,Добрынинская,166,73,228
Вкус Вьетнама,https://yandex.com/maps/org/viet_flavor/71230873709/,10:00–21:00,10:00–21:00,10:00–21:00,10:00–21:00,10:00–21:00,10:00–21:00,10:00–21:00,,5.0,358,"ул. Сущёвский Вал, 22, Москва",760,Марьина Роща,174,83,243
Viet Ngon,https://yandex.com/maps/org/viet_ngon/105309161748/,,,,,,,,,,,"Коптевская ул., 24, стр. 2, Москва",870,Коптево,3,52,2
Viet Pho,https://yandex.ru/maps/org/viet_pho/128222428095/,10:00–22:00,10:00–22:00,10:00–22:00,10:00–22:00,10:00–22:00,10:00–22:00,10:00–22:00,750-1500,5.0,75,"Подколокольный пер., 4, стр. 4, Москва",400,Китай-город,73,60,69
Вьет Вок,https://yandex.com/maps/org/viet_wok/212688065559/,10:00–23:00,10:00–23:00,10:00–23:00,10:00–23:00,10:00–23:00,10:00–23:00,10:00–23:00,400-500,4.7,946,"ул. Сущёвский Вал, 31, стр. 1, Москва",750,Марьина Роща,92,85,514
ВьетКафе,https://yandex.com/maps/org/vietcafe/1001653542/,11:00–22:00,11:00–22:00,11:00–22:00,11:00–22:00,11:00–22:00,11:00–22:00,11:00–22:00,1000-1500,4.4,1644,"Газетный пер., 3, Москва",600,Охотный Ряд,263,0,987
ВьетКафе,https://yandex.com/maps/org/vietcafe/1085502016/,11:00–23:00,11:00–23:00,11:00–23:00,11:00–23:00,11:00–23:00,11:00–23:00,11:00–23:00,1000-1500,4.6,1873,"ул. Намёткина, 13А, Москва",1,Новые Черёмушки,239,0,1074
Vietfood,https://yandex.com/maps/org/vietfood/148324325722/,09:00–20:00,09:00–20:00,09:00–20:00,09:00–20:00,09:00–20:00,Выходной,Выходной,200-600,4.4,44,"Бутырская ул., 46, стр. 1, Москва",690,Савёловская,19,негры,26
Vietfood,https://yandex.com/maps/org/vietfood/222478093134/,09:00–21:00,09:00–21:00,09:00–21:00,09:00–21:00,09:00–21:00,10:00–21:00,10:00–21:00,,4.4,32,"Саввинская наб., 19, стр. 1А, Москва",1,Киевская,26,33,22
Тхань,https://yandex.com/maps/org/vietnamese_cafe/149239313802/,10:00–23:00,10:00–23:00,10:00–23:00,10:00–23:00,10:00–23:00,10:00–23:00,10:00–23:00,350-500,4.7,848,"Новорязанская ул., 25, стр. 1, Москва",370,Комсомольская,148,негры,473
Вьетнамская кухня,https://yandex.com/maps/org/vietnamese_food/169138724536/,09:00–21:00,09:00–21:00,09:00–21:00,09:00–21:00,09:00–21:00,09:00–21:00,09:00–21:00,,4.2,9,"Таганская ул., 2, Москва",57,Марксистская,5,24,8
Vietnamese Food Fobo,https://yandex.com/maps/org/vietnamese_food_fobo/103792395215/,10:00–22:00,10:00–22:00,10:00–22:00,10:00–22:00,10:00–22:00,10:00–22:00,10:00–22:00,,3.5,164,"2-я Останкинская ул., 3, Москва",1,ВДНХ,64,38,125
Вьетнамская еда ФоБоЮ,https://yandex.com/maps/org/vietnamese_food_foboyu/136907753052/,10:00–22:00,10:00–22:00,10:00–22:00,10:00–22:00,10:00–22:00,10:00–22:00,10:00–22:00,,4.5,339,"Комсомольский просп., 28, Москва",156,Фрунзенская,98,41,208
ВьетнамиКо,https://yandex.com/maps/org/vietnamiko/157160292807/,11:00–23:00,11:00–23:00,11:00–23:00,11:00–23:00,11:00–23:00,11:00–23:00,11:00–23:00,250-500,4.5,883,"Привольная ул., 70, корп. 1, Москва",284,Котельники,159,129,509
ФО БО Том Ям,https://yandex.com/maps/org/vietnamskaya_kukhnya/144094565421/,10:00–22:00,10:00–22:00,10:00–22:00,10:00–22:00,10:00–22:00,10:00–22:00,10:00–22:00,,4.4,283,"ш. Энтузиастов, 1Б, Балашиха",,,44,60,151
Вилла Паста,https://yandex.ru/maps/org/villa_pasta/1404670525/,Круглосуточно,Круглосуточно,Круглосуточно,Круглосуточно,Круглосуточно,Круглосуточно,Круглосуточно,1500-1800,4.6,6680,"Пятницкая ул., 26, Москва",110,Третьяковская,445,139,3194
Вилла Паста,https://yandex.ru/maps/org/villa_pasta/64965801257/,Круглосуточно,Круглосуточно,Круглосуточно,Круглосуточно,Круглосуточно,Круглосуточно,Круглосуточно,1500-2000,4.7,4338,"ул. Большая Дмитровка, 32, Москва",250,Пушкинская,485,176,2072
Вилла Тифлис,https://yandex.com/maps/org/villa_tiflis/1118106573/,11:30–00:00,11:30–00:00,11:30–00:00,11:30–00:00,11:30–00:00,11:30–00:00,11:30–00:00,1500-3000,4.7,1465,"Новочерёмушкинская ул., 34, корп. 1, стр. 2, Москва",670,Профсоюзная,153,147,707
Вилладж,https://yandex.ru/maps/org/villadzh/204578037837/,11:00–23:00,11:00–23:00,11:00–23:00,11:00–23:00,11:00–01:00,11:00–01:00,11:00–23:00,1000,4.5,730,"Звёздная ул., 7Б, Балашиха",,,120,44,339
Village Kitchen,https://yandex.com/maps/org/village_kitchen/1398130573/,10:00–00:00,10:00–00:00,10:00–00:00,10:00–00:00,10:00–00:00,10:00–00:00,10:00–00:00,2000-3000,4.5,529,"ул. Довженко, 1, стр. 1, Москва",1,Минская,144,0,170
Villaggio,https://yandex.ru/maps/org/villaggio/1158807252/,12:00–23:00,12:00–23:00,12:00–23:00,12:00–23:00,12:00–00:00,12:00–00:00,12:00–23:00,1500-2000,4.7,2255,"ул. Воронцовские Пруды, 11, Москва",710,Новаторская,155,106,1033
Villaggio,https://yandex.com/maps/org/villaggio/128969871854/,12:00–23:00,12:00–23:00,12:00–23:00,12:00–23:00,12:00–23:00,12:00–23:00,12:00–23:00,2500,5.0,68,"ул. Щепкина, 42, стр. 2А, Москва",400,Проспект Мира,85,82,48
Vina Pho,https://yandex.com/maps/org/vina_pho/104686887004/,10:00–22:00,10:00–22:00,10:00–22:00,10:00–22:00,10:00–22:00,10:00–22:00,10:00–22:00,490-1500,4.4,32,"Большой Николопесковский пер., 5, Москва",570,Смоленская,18,46,25
Vina Pho,https://yandex.com/maps/org/vina_pho/161042781247/,10:00–22:00,10:00–22:00,10:00–22:00,10:00–22:00,10:00–22:00,10:00–22:00,10:00–22:00,,4.8,157,"Болотная наб., 3, стр. 3, Москва",970,Полянка,91,39,106
Vina Pho,https://yandex.com/maps/org/vina_pho/70242596325/,10:00–22:00,10:00–22:00,10:00–22:00,10:00–22:00,10:00–22:00,10:00–22:00,10:00–22:00,500-1500,5.0,214,"Новослободская ул., 36/1с1, Москва",310,Менделеевская,119,17,144
Vina pho,https://yandex.com/maps/org/vina_pho/80413576064/,10:00–22:00,10:00–22:00,10:00–22:00,10:00–22:00,10:00–22:00,10:00–22:00,10:00–22:00,,4.4,23,"Руновский пер., 5, стр. 1, Москва",400,Новокузнецкая,27,46,16
Винил,https://yandex.ru/maps/org/vinil/72305535194/,18:00–06:00,18:00–06:00,18:00–06:00,18:00–06:00,18:00–06:00,18:00–06:00,18:00–06:00,,4.5,1277,"Садовая-Спасская ул., 13, стр. 2, Москва",430,Красные Ворота,165,15,723
Винный базар,https://yandex.ru/maps/org/vinny_bazar/1683518098/,13:00–01:00,13:00–01:00,13:00–01:00,13:00–01:00,13:00–02:00,13:00–02:00,13:00–01:00,,4.9,1818,"Комсомольский просп., 14/1к2, Москва",510,Парк культуры,184,40,803
Винный базар,https://yandex.ru/maps/org/vinny_bazar/168788707032/,14:00–02:00,14:00–02:00,14:00–02:00,14:00–02:00,14:00–03:00,14:00–02:00,14:00–02:00,,4.9,1429,"Петровский бул., 15, стр. 1, Москва",460,Трубная,177,40,654
Винный базар,https://yandex.ru/maps/org/vinny_bazar/1780621497/,13:00–01:00,13:00–01:00,13:00–01:00,13:00–01:00,13:00–03:00,13:00–03:00,13:00–01:00,,4.8,1409,"Никитский бул., 12, Москва",480,Арбатская,160,40,640
Вино и Хинкали,https://yandex.ru/maps/org/vino_i_khinkali/60531062638/,10:00–23:00,10:00–23:00,10:00–23:00,10:00–23:00,10:00–23:00,10:00–23:00,10:00–23:00,2000,5.0,459,"ул. Земляной Вал, 33, Москва",119,Курская,151,9,403
Вино и крабы,https://yandex.ru/maps/org/vino_i_kraby/1688657478/,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,3500-5000,4.9,3079,"Никольская ул., 19-21/1, Москва",213,Лубянка,890,53,1402
Виноград,https://yandex.com/maps/org/vinograd/44508097547/,11:00–23:00,11:00–23:00,11:00–23:00,12:00–00:00,12:00–00:00,12:00–00:00,11:00–23:00,2000,4.9,451,"ул. Крузенштерна, 12, корп. 3, Москва",720,Авиамоторная,211,0,308
Virgins,https://yandex.com/maps/org/virgins/1222976018/,21:00–06:00,21:00–06:00,21:00–06:00,21:00–06:00,21:00–07:00,21:00–07:00,21:00–06:00,,4.9,973,"Марксистская ул., 34, корп. 10, Москва",350,Крестьянская Застава,110,0,369
Vitae Healthy Food,https://yandex.com/maps/org/vitae_healthy_food/128154435327/,09:00–22:00,09:00–22:00,09:00–22:00,09:00–22:00,09:00–22:00,09:00–21:00,09:00–21:00,,4.8,157,"Перовская ул., вл66Г, Москва",1,Перово,63,0,108
Виват Пицца,https://yandex.ru/maps/org/vivat_pitstsa/1073374270/,Круглосуточно,Круглосуточно,Круглосуточно,Круглосуточно,Круглосуточно,Круглосуточно,Круглосуточно,850-1600,4.9,6522,"Сиреневый бул., 15А, Москва",1,Щёлковская,339,255,3065
Вкус и Лосось,https://yandex.ru/maps/org/vkus_i_losos/215157852330/,11:00–23:00,11:00–23:00,11:00–23:00,11:00–23:00,11:00–23:00,11:00–23:00,11:00–23:00,,5.0,277,"Амурская ул., 2А, корп. 1, Москва",700,Локомотив,24,30,217
Вкус и лосось,https://yandex.ru/maps/org/vkus_i_losos/36822757481/,10:00–22:00,10:00–22:00,10:00–22:00,10:00–22:00,10:00–22:00,10:00–22:00,10:00–22:00,,4.8,283,"ул. Крузенштерна, 10, корп. 1, Москва",970,Авиамоторная,38,30,204
Вкус огня,https://yandex.com/maps/org/vkus_ognya/238234024623/,11:00–23:45,11:00–23:45,11:00–23:45,11:00–23:45,11:00–23:45,11:00–23:45,11:00–23:45,1500-2500,4.9,543,"Большая Пионерская ул., 7, стр. 1, Москва",390,Павелецкая,518,120,306
Вкус Востока,https://yandex.ru/maps/org/vkus_vostoka/1379290930/,10:00–23:30,10:00–23:30,10:00–23:30,10:00–23:30,10:00–23:30,10:00–23:30,10:00–23:30,350-1000,4.3,309,"Бауманская ул., 23, Москва",271,Бауманская,118,34,134
Вкусная страна,https://yandex.com/maps/org/vkusnaya_strana/73250014714/,09:00–17:00,09:00–17:00,09:00–17:00,09:00–17:00,09:00–17:00,Выходной,Выходной,430-490,4.8,218,"Бауманская ул., 6, стр. 2, Москва",550,Бауманская,123,0,150
Вкусно — и точка,https://yandex.ru/maps/org/vkusno_i_tochka/145120098044/,07:00–00:00,07:00–00:00,07:00–00:00,07:00–00:00,07:00–00:00,07:00–00:00,07:00–00:00,,2.7,926,"Электродная ул., 2, стр. 32, Москва",310,Шоссе Энтузиастов,12,502,588
Вкусно от Ахмада,https://yandex.ru/maps/org/vkusno_ot_akhmada/92464469661/,10:00–22:00,10:00–22:00,10:00–22:00,10:00–22:00,10:00–22:00,10:00–22:00,10:00–22:00,249-1699,5.0,226,"2-й Вольный пер., 11, Москва",840,Соколиная Гора,33,43,153
ВкусВилл,https://yandex.com/maps/org/vkusvill/113593309914/,00:00–23:45,00:00–23:45,00:00–23:45,00:00–23:45,00:00–23:45,00:00–23:45,00:00–23:45,,4.3,21,"Лазоревый пр., 1А, корп. 2, Москва",67,Ботанический сад,4,554,8
ВкусВилл,https://yandex.com/maps/org/vkusvill/127664638889/,08:00–22:00,08:00–22:00,08:00–22:00,08:00–22:00,08:00–22:00,Выходной,08:00–22:00,,4.3,75,"ш. Энтузиастов, 1, корп. 2, Москва",540,Площадь Ильича,29,негры,43
ВкусВилл,https://yandex.com/maps/org/vkusvill/155204051029/,00:01–23:45,00:01–23:45,00:01–23:45,00:01–23:45,00:01–23:45,00:01–23:45,00:01–23:45,,4.5,72,"Москва, ЖК Грин Парк, 1",1,Ботанический сад,12,негры,31
ВкусВилл,https://yandex.com/maps/org/vkusvill/217530095492/,09:00–22:00,09:00–22:00,09:00–22:00,09:00–22:00,09:00–22:00,09:00–22:00,09:00–22:00,,4.3,98,"пр. Серебрякова, 11, корп. 1, Москва",860,Ботанический сад,7,негры,34
Вкусвилл,https://yandex.com/maps/org/vkusvill/224253419983/,08:00–22:00,08:00–22:00,08:00–22:00,08:00–22:00,08:00–22:00,09:00–22:00,09:00–22:00,,4.6,160,"Новочерёмушкинская ул., 66, корп. 1, Москва",960,Новые Черёмушки,17,546,49
ВкусВилл,https://yandex.com/maps/org/vkusvill/231197409788/,09:00–22:00,09:00–22:00,09:00–22:00,09:00–22:00,09:00–22:00,09:00–22:00,09:00–22:00,,4.5,499,"Шелепихинская наб., 34, корп. 1, Москва",1,Шелепиха,32,негры,139
